conversation_id,first_customer_text_clean,num_turns,is_resolved,customer_word_count,cluster,intent_label
1193658,@SpotifyCares @115888 Can simply use WEBSITE BASED instead of DOWNLOADING an APP!? As it has no difference at all except BROWSER. - WNeri,2,True,23,4,app_bug
337862,@SpotifyCares I have no access to my email or Facebook I created an account with and I need to fix this. Cancel it and make a new one?,2,True,28,1,account_access
129767,HOW DO I BUY PREMIUM??? @115888 @SpotifyCares,2,True,7,5,billing_dispute
1898340,"@SpotifyCares When did my premium subscription end? I was billed on 9-28, so I thought it would be good until 10-28? Thanks!",2,True,22,5,billing_dispute
2275358,Since when does @115888 skip and stutter? This is what I pay premium for? I want a song to skip I'll dig out my Mum's old Wham records!,2,True,28,6,feature_request
2070840,"@115888 please get more sponsors I'm tired of hearing the same ""Happy Death Day"" Ad 40x a day",2,True,18,3,off_topic_chatter
1882855,@SpotifyCares I would like to transfer my playlists from my Facebook created account to a new non-facebook account,2,True,18,1,account_access
2309019,@115888 Another thing it seems to do is shuffle my like100 most recently added songs or something so it won't bother playing older songs I've saved.,4,True,26,6,feature_request
750603,"@SpotifyCares web player has been stuck on a Squarespace ad for a week. I've tried incognito windows, different browsers/OS/machines. Help!",4,True,20,4,app_bug
2730544,Hey @115888 could you maybe stop deleting all my downloaded songs in random intervals? Much appreciated,2,True,16,6,feature_request
1681215,Excuse me @SpotifyCares it's Monday and your web player isn't working!! How am I supposed to get through the work day???,2,True,21,4,app_bug
2301135,@115888 no seriously when can I️ start streaming new T-Swizzle,2,True,10,3,off_topic_chatter
2043860,@SpotifyCares : I am trying to update my payment info but I keep getting stuck without being able to register a New bank card - any advice?,2,True,27,5,billing_dispute
458086,"@115888 please, bring lyrics for the musics on the app for Android, we need this soooo much :(((",2,True,18,6,feature_request
1698946,"Hey @115888, why are you playing/suggesting pop/hip hop songs on my Alice In Chains station??! Really?? Alice In Chains is not pop/hip hop!",2,True,23,6,feature_request
2277597,@SpotifyCares I have been charged twice since September. Please refund or apply to future months. Thanks!,2,True,16,5,billing_dispute
2337606,@SpotifyCares never mind sorry,2,True,4,2,general_inquiry
2939710,@266671 IT'S PLAYING IN-BROWSER NOW BUT WITH NO SOUND I AM GOING TO LAUNCH SPOTIFY INTO SPACE WHAT THE FUCK IS THIS,2,True,22,4,app_bug
1967728,"@SpotifyCares I’ve recently created a new premium account, but my app still doesn’t let me skip songs etc like a premium account should...",2,True,23,5,billing_dispute
526253,@SpotifyCares do you really care smh,2,True,6,2,general_inquiry
1790510,@SpotifyCares suggestion!! A clean switch! That I can turn on and it turns the playlist clean for when I’m around children 🙌🏽🙌🏽,2,True,22,4,app_bug
763730,@SpotifyCares excellent customer service helping to resolve an issue 👏🏽,2,True,10,1,account_access
2987175,@SpotifyCares need help emailed and NO the suggestions apply. The only reason am using twitter is to get an answer,2,True,20,1,account_access
1412673,@115888 can you fucking stop with the random-ass songs? I'm trying to listen to John Williams wtf is this??,2,True,19,6,feature_request
189932,"@115888 I was having problems activating the bundle, but eventually did get it to work. Now it keeps telling me to start my free trial and payment.",2,True,27,0,subscription_issue
2347863,Ah ada banyak lagu Indo yang okeh dan gak ada di @118266... Bisa request gak yah?,2,True,16,0,subscription_issue
2972076,I pay for premium and Spotify messes up two days in a row. Incredible. @SpotifyCares,2,True,15,5,billing_dispute
374604,"Since the iOS update, I can't even refresh Twitter without my music pausing @SpotifyCares",10,True,14,4,app_bug
276533,"@115888 I don't get the Spotify student discount, but I have Spotify premium. Can I still get in on this?",2,True,20,5,billing_dispute
649915,"ok @SpotifyCares I want to sign up for a 3 month membership for $9.99 canadian, but I can't. What's going on?",2,True,21,5,billing_dispute
2466920,"@115888 u should have a ""Listen Later"" like how youtube has a ""watch later""",2,True,14,6,feature_request
2669341,"@SpotifyCares I do not have a Spotify account, but I have been charged the last 3 months by your company. I’ve been trying to find a contact number or email for awhile now. Please tell me how to stop getting charged &amp; refunded.",2,True,43,5,billing_dispute
23264,@SpotifyCares why can’t I ever login?,2,True,6,1,account_access
2594602,Ok but I don’t want the singles I want the album,2,True,11,6,feature_request
1688977,@SpotifyCares can I pay with a pre paid debit ??,2,True,10,5,billing_dispute
1960331,@SpotifyCares do you guys have a way to see how many times you listen to certain songs? I’m curious 😌,4,True,20,2,general_inquiry
2920725,Spotify down? #Spotify :O :O :O :O :O :O :O :O :O :O :O :O :O :O :O @115888,2,True,19,4,app_bug
1997048,@SpotifyCares where is july by kris wu it was there like an hour ago,2,True,14,2,general_inquiry
1720287,When is @115888 going to fix @127153 ‘s album on Spotify? 😭,4,True,12,2,general_inquiry
1812504,@115888 yo i cant open my spotify acc for some unidentified reason and its on premium and charging my card so... send help,2,True,23,5,billing_dispute
1528519,@SpotifyCares please for the lsave us all with the iOS 11 update,8,True,12,2,general_inquiry
2550803,@SpotifyCares why do I have charges from you when I don't even own an account ☹☹☹☹☹☹,2,True,16,5,billing_dispute
2483539,@115888 wyd suddenly playing music from banners when im trying to listen to concentration music and im hearing idris elba talk about Sky,4,True,23,6,feature_request
2136521,I'm trying to purchase it on @GooglePlayMusic but it's not letting me. Also the song is on @115888 but it's not playing the song smh,8,True,25,6,feature_request
1758258,"@SpotifyCares If i buy spotify gift cards, does it work for the family plan?",4,True,14,5,billing_dispute
1788619,"@SpotifyCares I also had an premium account, this should get you guys to actually care.",2,True,15,5,billing_dispute
189913,@115888 So why did I get charged twice then,2,True,9,0,subscription_issue
1566952,@125633 hey I log in and click Get Access and then it sticks on a white screen,4,True,17,0,subscription_issue
1821254,@115888 I can't change my payment method. I talked with VISA and they informed about no requisition from Spotify. Can you help me?,2,True,23,5,billing_dispute
2201016,@115888 PANO BA MA AVAIL YUNG 9 PESOS NA PREMIUM NA YAAAN!!!,2,True,12,0,subscription_issue
458080,@SpotifyCares My credit card is being used to charge a monthly subscription with out my permission. Please contact me ASAP! this is fraud!,2,True,23,5,billing_dispute
2541147,@SpotifyCares hello any update on my issue? Its has been two weeks since I haven’t use my family premium.,2,True,19,5,billing_dispute
2707735,sooo why isn’t ‘F.E.M.A’ on @115888 tho?!?! #FEMA @38670 @152990,2,True,10,3,off_topic_chatter
2125287,@SpotifyCares I would really like some music added,2,True,8,2,general_inquiry
2144223,"Gee, thanks @115888 for randomly deleting my entire library. So pumped to redownload everything all over again",2,True,17,3,off_topic_chatter
1694965,"@SpotifyCares The web player isn't working. Judging by your mentions, it's not just me. Any uypdate on a fix?",2,True,19,4,app_bug
2322650,"@SpotifyCares hi, I have been away, now notice I am not getting student price, want to re-subscribe to student, and RECEIVE REFUND. Help Pls",2,True,24,5,billing_dispute
1819026,@SpotifyCares Please help. They are in my account doing who knows what. @115888 @117168,2,True,14,1,account_access
2917853,"Come on, @115888. Sort it out...",2,True,6,3,off_topic_chatter
1821350,"@SpotifyCares To be clear, I just want to update the email address.",2,True,12,1,account_access
1694987,"Hey @115888, It's November 6th. Can we maybe hold off on Christmas commercials at least until after Thanksgiving is done? Thanks.",2,True,21,3,off_topic_chatter
2964689,"@SpotifyCares How long do I need to wait until I get my account back? Someone changed my email address and now I have no access to my account. I already emailed the account changed email, but I have no idea how long I need to wait to get a response",2,True,50,1,account_access
1825065,"@SpotifyCares yo Spotify, I’m a student but I’m still being charged $9.99 per month. Help a broke dude out",2,True,19,5,billing_dispute
2277228,@SpotifyCares I've been trying to pay my monthly bill for days now and it won't go through. I've used this card in the past before. I'm going to be upset if my account is canceled.,2,True,35,5,billing_dispute
356969,please please please please get rid of the 3k offline download limit my plants are dying @115888 @SpotifyCares,2,True,18,4,app_bug
2481563,"@115888 @117168 Hey Quick question. Are you guys going to put ""Wicker chair"" by @33326 back on Spotify?",4,True,18,2,general_inquiry
1891141,@115888 I don't know if this is using my data but if it that's kinda fucked,2,True,16,3,off_topic_chatter
2817,"@115888 Why am i being charged of 129.00 pesos for premium. It says, 3 months for 9.00 pesos only? @SpotifyCares I haven't tried premium before, it's my first time to upgrade premium😠😳",2,True,32,5,billing_dispute
1230178,@SpotifyCares why will some of my playlists play but not others,8,True,11,4,app_bug
1825334,@115888 pls stop putting covers on my discovery weekly playlist it is NOT helping me discover things weekly,2,True,18,6,feature_request
2734595,@115888 why when I listen on my computer do I have to be Online to get my full library of songs. Sort of an inconvenience.,10,True,25,6,feature_request
2302301,@115888 @SpotifyCares can you tell me why ‘these girls’ by @276220 have been changed because there is different background music to it from what it use to be,6,True,28,2,general_inquiry
2595627,Can @115888 update for iPhone X already???,2,True,7,3,off_topic_chatter
2116866,"@SpotifyCares i'm a student with a student discount but it charged me £10 this month, whats up with that ?",2,True,20,5,billing_dispute
2861279,"@115888 I would really love to with with Spotify but when is your Apple Watch coming out. I am starting my trial with Apple Music now, finger crossed I won’t get pulled to that side!",2,True,35,2,general_inquiry
2575459,@SpotifyCares My premium account has suddenly become a Free in despite having paid for it just 20 days ago. User name: ronancremin. Can you fix this?,2,True,26,5,billing_dispute
2917762,@SpotifyCares is Spotify down at the moment ? Any search for anything or Home not working,2,True,16,4,app_bug
889532,"@SpotifyCares thanks for the update, looks much nicer when Chromecasting. Got lyrics and a cleaner image. Well done.",2,True,18,2,general_inquiry
1932573,@spotifycares I cancelled my subscription earlier this month but just got charged again 3 days ago and just noticed today.,2,True,20,5,billing_dispute
1043546,@SpotifyCares why do I keep losing all my bottom controls when I use your app with my iPhone X? Everything is up to date too.,2,True,25,4,app_bug
2688291,"@SpotifyCares can i set my songs that i downloaded on my micro sd carf? So not, way not?",2,True,18,2,general_inquiry
2302671,@115888 @SpotifyCares can we possibly get an equalizer for the desktop app?,4,True,12,2,general_inquiry
411619,my spotify on my mac keeps crashing please help @SpotifyCares,2,True,10,4,app_bug
1827401,@SpotifyCares I have a family subscription. And try to invite one of my family members. but they are not receiving the email. Can you help?,2,True,25,1,account_access
1517205,@SpotifyCares @129773 @15778 ...formatted as internal storage on Android? Thanks,2,True,10,2,general_inquiry
511818,@SpotifyCares I can't link my Spotify account to my nee playstation account.. help?! Please!! This is making Christmas tree night a really bummer,6,True,23,1,account_access
2782593,"@115888 I updated the Android app while in (spotify) offline mode. After the update I got logged out, now I can't log back in because the app is still in offline mode...",4,True,32,4,app_bug
2916590,@115888 why isn’t my service working? Is your system down?,2,True,10,3,off_topic_chatter
1846230,"@115888 won’t play playboy shit by @331366 and if that isn’t a reason to stop using it, idk what is.",2,True,20,3,off_topic_chatter
2275515,But why aren’t The Hex girls on @115888,2,True,8,3,off_topic_chatter
567177,hello @115888 please bring back my babies album(s) back online so i can hear them sing thank you,4,True,18,6,feature_request
510505,@SpotifyCares Hulu isn't able to verify my premium student spotify + hulu when I try to make a hulu account. Anyway you can help?,2,True,24,5,billing_dispute
1999824,@115888 you guys fucking suck taking off one of my favorite albums ! I’m going stop my subscription and go to Apple Music fuck you !,2,True,26,6,feature_request
897184,@333052 @115888 Idk how to do anything lol im@glad I’m not alone,6,True,12,3,off_topic_chatter
1473905,@SpotifyCares there is a recurring charge on my bank statement that I didn’t do. Need help.,4,True,16,5,billing_dispute
189858,@115888 How long is this going to last im signing up for spring classes later this month,4,True,17,3,off_topic_chatter
1034373,"@115888 fix this, I could buy 10,000 albums to fit in my house, let me do that on a digital device!",2,True,21,6,feature_request
1347201,@SpotifyCares hello - what is the best contact email for Spotify Artist (UK) help? thanks,2,True,15,1,account_access
2613418,"Btw, was listening to @115888 on my desktop, wanted to listen on the go so I connect headphones to phone, desktop stops playing music and phone starts instead. 👊👊👊👊 #ux",4,True,30,6,feature_request
941228,"@SpotifyCares i can'y click on any songs by one artist, on any device. How do I fix this?",2,True,18,4,app_bug
2311443,"@115888 You can share a song/playlist to almost ANY social platform, but you can't send a song to a friend within Spotify? Is that a joke?",2,True,26,2,general_inquiry
1938054,"Lol fuck you, i was streaming spotify then suddenly the playback paused, cause someone is using my account. How fucking dare you use my acct",2,True,25,4,app_bug
1095370,"@115888 what is the point of this page? I click a link to upgrade to premium, card details ready. No way to actually upgrade? Madness",2,True,25,0,subscription_issue
1863112,"dear @115888, When I search for an artist name a full name match should also be on top of your interpreted matches. sincerely, Stefan",2,True,24,6,feature_request
2913956,I JUST WANT CHRISTMAS MUSIC BUT @115888 WONT LET ME,2,True,10,6,feature_request
1822601,"@SpotifyCares As Groove Music Pass users are being forced to switch over, I'd really hoped the app would work better on Windows 10 Mobile.",4,True,24,4,app_bug
591491,"@SpotifyCares Spotify acc. connected to Facebook: Changed Facebook email but does not update on my Spotify acc. I need ""My year in music"" so bad this year!",2,True,27,1,account_access
899563,@115888 why is my favorite Dean Martin song gone 😭,4,True,10,6,feature_request
634057,@SpotifyCares how can I contact you re an ongoing billing error on my account? No facility on your website.,2,True,19,1,account_access
1442069,@115888 yo my Spotify has crashed 3 time in 10mins and now I have to re download all my fkin songs! Why the hell do I give you £10a month!!,8,True,30,5,billing_dispute
1718825,"@SpotifyCares Hi, kindly reply my DM. Thanks.",2,True,7,2,general_inquiry
2480759,Decided to go with Headspace three month offer with Spotify. Let's see how it goes 🙌,2,True,16,2,general_inquiry
1930241,"@116130 sent u 3 messages to sort out my premium account , no reply ? Pls advise urgently",2,True,18,0,subscription_issue
2215905,Hello @115888 I’d like to have @118062 new album now please it’s 12:30 #Repuation,2,True,14,6,feature_request
1382240,"@SpotifyCares I get that you don't censor music, but you do tag those that are explicit, so can't we have a setting to not play those songs?",4,True,27,2,general_inquiry
2920659,my @115888 is acting up i swear to God if it doesnt work in 5 mins im pullin up on yall on foe nem😤,4,True,24,3,off_topic_chatter
373039,I wish I could get the full Spotify client to work on raspberry pi. Please release a working client! @115888,2,True,20,4,app_bug
2277226,@115888 why can't users change their profile names? #helppleassssssse,2,True,9,0,subscription_issue
855241,"uhhh @115888 why is my playlist completely changed and has become a ""radio"" with like 500 annoying new songs please fix",2,True,21,6,feature_request
2045368,@116130 Please fix your homepage I can’t update my account! I better not lose my downloaded music! Foamin’,2,True,18,6,feature_request
187564,@117168 NOW I CANT DO THE DISHES BC IM TOO SCARED,8,True,11,3,off_topic_chatter
1175701,Does the stuff I listen to on Private Session influence my Discovery Weekly? @115888 #help #revealyouralgo 😳 🎶,3,False,18,6,feature_request
813542,"@313865 That seems to have worked, thanks mate. Didn't know Spotify could get hacked ffs!",4,True,15,1,account_access
262266,@SpotifyCares Someone at our company used the company credit card to sign up for a subscription that we want to cancel. Please advise ASAP,2,True,24,5,billing_dispute
44358,@115888 How? It says i should pay 129 huhu,2,True,9,0,subscription_issue
2161294,"@SpotifyCares after the last update, why do spotify keeps logging me out and each time I log back in I have to re-download my playlist?",2,True,25,4,app_bug
2364768,@115888 30+ minutes before problem first arrived to me using it now is fucking ridiculous!! Sliders still don't work.,6,True,19,3,off_topic_chatter
2198210,@SpotifyCares STOP charging the card I've tried repeatedly to remove from my account!!!!!,2,True,13,5,billing_dispute
594070,Why isn’t the original Sandcastle Disco on @115888? 😩,2,True,9,6,feature_request
389013,hello @115888 can u make almost like a little timeline feature where ur friends can share music/albums,2,True,17,6,feature_request
1802257,@SpotifyCares I have been kicked out from my Spotify Family. We generated another invite but I get an error. Can you fix it? Please,2,True,24,1,account_access
2761593,Please help @115888 ! We have a family premium account but account still says free???,2,True,15,0,subscription_issue
2022693,@115888 Bohong masa mau update jadi 49.900 sebel,2,True,8,3,off_topic_chatter
1916317,"@SpotifyCares please help. I was charged for spotify student but the service isn't being provided. HELP, thats not cool",2,True,19,5,billing_dispute
539183,@115888 did someone break something? im unable to listen to my music on pc or my phone i get error 3 + 4 and nothing is happeneing,2,True,27,6,feature_request
544562,"Hi @115888, can you just add Maldives &amp; Sri Lanka to your list of Spotify countries please!",6,True,17,2,general_inquiry
1946583,@118266 : min mau tanya kok saya gak bisa undang temen saya yah buat di jadiin ke spotify family?,4,True,19,2,general_inquiry
2512440,@SpotifyCares someone's using my email for his Spotify account. That should not have happened in the first place.,2,True,18,1,account_access
1884623,@SpotifyCares hi my spotify username is random letters and numbers. how can this be changed please? its also my url. Thanks,4,True,21,1,account_access
389430,@115888 Even the songwriters. All collaborators of a project should be known.,4,True,12,6,feature_request
465272,"@SpotifyCares I can't log into my account, on the app or the mobile site. My account got kicked out of use on apps on both pc, laptop, and my smart phone. It's telling me my account doesn't exist! Help!",2,True,39,1,account_access
856695,"@115888 Trying to run in #chrome on a #chromebook, and every time the ad changes the music pauses. Any suggestions other than paying $?",2,True,24,4,app_bug
634043,"@SpotifyCares Hi, I'm an Spotify Artist, and I don't have related artist in my artist profile, so, it's posible attach specific artists to this item?? Thanks",2,True,26,2,general_inquiry
2015066,"@115888 why was $uave by Offset available until today, songs were added to my playlist as well! C'mon",2,True,18,6,feature_request
2842919,@SpotifyCares I'm having a difficult time with the payment. It always say try again. or try different payment,2,True,18,5,billing_dispute
634368,"@115888 Share feature crashes the app. Using a Pixel. Already uninstalled, reinstalled.",6,True,12,3,off_topic_chatter
884037,@115888 took travelin solider by @36698 off and I'm PISSED,6,True,10,3,off_topic_chatter
1922432,@115888 will we be getting a Winter playlist like we did for summer?,2,True,13,6,feature_request
1675011,"@SpotifyCares hey! Any plans on putting the ""enqueue"" button back in the web player? I think it's essential, and can't use dektop at work.",2,True,24,2,general_inquiry
446893,@SpotifyCares Why does the shuffle function in your iPhone app constantly NOT work properly?,6,True,14,4,app_bug
77702,@115888 Hey is this really IDR 4.990 (50 cents) or IDR 49.990 (5 dollars)? Not sure if it's 50 cents. Maybe you just had a typo there.,8,True,27,3,off_topic_chatter
2042082,"@SpotifyCares weird, currently playing pinball wizzard, lower bar says Clair",2,True,10,2,general_inquiry
1900326,@115888 y is this on my discover weekly I have 0 country music on any playlist plz fix this abomination,2,True,20,6,feature_request
831454,"@115888 my account randomly changed to ""9.99 spotify for family"" in the middle of the night, and now says it'll expire this month, wth?",2,True,24,5,billing_dispute
2929848,Is this legal?! 😱😱😱 @115888 @SpotifyCares @115888,2,True,7,2,general_inquiry
781146,@SpotifyCares Am I able to retrieve or look back at the playlist for Feel Good Friday as I didn't realise it updates every week. Be good to see what was played a few weeks ago. Cheers.,4,True,36,2,general_inquiry
1982441,When your @115888 subscription apparently renewed and wasn't charging it as a student subscription but the regular 9.99 subcription RIP,2,True,20,0,subscription_issue
848543,tolong bgd y @118266,4,True,4,3,off_topic_chatter
2818854,@115888 when you will have the Covers that @3537 sang like #justalittlebitofyourheart and #thechain ?,4,True,15,6,feature_request
2203757,Hey @115888 I'm now blocked from my account and unable to log in w FB. What's your email? I was chatting with tech person and now lost them,2,True,28,0,subscription_issue
1312622,FIX YO APP! You need a new interface why can I not even listen to my library on Roku? Get your life,6,True,22,4,app_bug
1941270,"@115888 Please, don't write that is ""music for everyone"", cause Russians can't listening music in your app, its not available in our region",2,True,23,6,feature_request
1031954,"@SpotifyCares Someone else is controlling my account through Spotify Connect. Have tried ""sign out everywhere"" and changing FB password. Can still see their device listed/they keep switching music. Eek!",2,True,29,1,account_access
1827733,"@115888 I don't know what this is, but I hate it.",2,True,11,3,off_topic_chatter
1877698,@115888 how do I sign up for unlimited on my iPhone,2,True,11,0,subscription_issue
1962809,"Hey, @115888 why the hell do my saved songs delete themselves every couple weeks? You're being really fucking hard on my data plan!",2,True,23,6,feature_request
1049997,Hey @SpotifyCares why do my songs interrupt when my phone screen is off/locked (Android v7.0),6,True,15,4,app_bug
1730303,@SpotifyCares I'M CONSIDERING SELLING MY STORY TO YOUR COMPETITORS FOR AN ADVERTISEMENT,2,True,12,2,general_inquiry
2119223,"@SpotifyCares My phone died before I got a chance to say anything, but David B helped me get my account back so let him know Ian said thanks",2,True,28,1,account_access
1695028,@115888 lots of bugs today and web browser keeps crashing. Anyone else having these problems?,2,True,15,3,off_topic_chatter
2764538,I'm curious on when will @115888 be back on our LG Smart TV screens? 🤔,2,True,15,3,off_topic_chatter
1941242,"@SpotifyCares I can't connect my Spotify account to Hulu. it keeps telling me ""We’re having trouble authorizing your account with Spotify""",2,True,21,1,account_access
2404075,@SpotifyCares would it be possible to add tabs to Spotify (Windows version to be specific)? The way it is it gets annoying fast browsing artists. Thank you. 😃,2,True,28,2,general_inquiry
2246055,@115888 as an artist who do we contact at spotify to get them to separate an artist profile/identity from another artists w/the same name?,2,True,24,1,account_access
1592988,@115888 dumb as hell I just want to listen to one specific song but no I can't click on it wtf,10,True,21,6,feature_request
557255,@115888 I tried to buy your new year long thing. There’s no ‘buy it now’ link on the webpage the email goes to.,2,True,23,0,subscription_issue
1764670,"@SpotifyCares (Spotify iOS app version 8.4.25.906, on iOS 11.1)",4,True,9,2,general_inquiry
1816038,@115888 My premium account got hacked. Luckily I was able to change my password and delete other apps. What are you doing to fix this?,2,True,25,0,subscription_issue
2916664,@115888 get ur shit together,2,True,5,3,off_topic_chatter
560014,"@SpotifyCares please help me, i have a trouble joining the premium for family member. i forgot the exact address used, what should i do?",2,True,24,5,billing_dispute
2603362,@SpotifyCares I don’t think it’s fair your doing 99p for 3 months trial when I got one month free. I would’ve happily payed 99p for 3 months! 😤will not be continuing on Spotify now 😫😤☹️,2,True,35,5,billing_dispute
490763,@118266 mau nanya promo yg 3 bulan 50k itu kalo bayar pake XL ada minimum pulsa gak ya? krn pulsa saya pas 50k tp pas udh masukkin pin katanya saldonya kurang.,2,True,31,0,subscription_issue
1803048,"@SpotifyCares Hi! I paid premium for a year, I've gotten the receipt on my email. I only got premium for 3 days before it went back to free",2,True,28,5,billing_dispute
2363324,Damnit @SpotifyCares make it so we can go back and save a weekly playlist. Sometimes forget to save songs than by Monday they are gone.,4,True,25,2,general_inquiry
2844604,@SpotifyCares this is the SECOND time in two weeks all my music has disappeared wtf,6,True,15,4,app_bug
1894268,Dear @115888 - pls don't tell me about shows that have been sold out for days! Getting my hopes up for #brucespringsteen :(,2,True,23,3,off_topic_chatter
2596609,can you tell me why I have to manually enter my login information every time I listen to @115888 on my @117014 4 even though I have my psn account linked with Spotify never had this trouble until it started last week?,2,True,42,1,account_access
1031945,Please please add snoop dogg's riders on the storm @115888 @181186,4,True,11,6,feature_request
1757062,"Hey, @SpotifyCares , I'm having troubles paying via PayPal staying in Philippines country. After all the steps at PayPal, I'm being sent to Spotify blank page and nothing happens after that. My log in is: rockidam",4,True,36,5,billing_dispute
827522,@115888 you should make it so that we can download the daily mixes as playlists. They are so good. I want to listen offline,2,True,24,6,feature_request
1516263,@SpotifyCares can you get twice’s lastest release “twicetagram” on spotify fast!!! please!!! i begggg youuuu,2,True,15,2,general_inquiry
1118830,@115888 How do you get on rap caviar?,2,True,8,6,feature_request
133946,"@115888 This promo looks interesting, but always fail when we try..... And in the end they will keep offer 49.900 for a month as nornal. Looks tricky...",4,True,27,3,off_topic_chatter
2041906,@SpotifyCares Is this really my only means of contacting you? Do you not have a support email? Close to closing my account.,2,True,22,1,account_access
2526457,Can we please make @115888 “double tap the search icon to jump straight into typing” UI style an iOS app requirement? Honestly why isn’t anyone else doing this? @SpotifyCares @38265,2,True,30,2,general_inquiry
1956740,@SpotifyCares I found it ... for some reason our albums got posted to Peregrines... Not the peregrines. So Peregrines are taking our streams. Please fix,2,True,25,4,app_bug
1643548,@SpotifyCares hi! Is there a way to get a notification whenever new songs/albums are released of the artists you follow?,2,True,20,2,general_inquiry
130908,"@115888 Also, Step up your ocean sound game. AND YOUR THUNDERSTORM SOUNDS GAME ITS LIKE HELLA WEAK BRO",2,True,18,3,off_topic_chatter
79437,@115888 details pls? I need to purchase this omahauiskw ☹️,2,True,10,0,subscription_issue
2976803,Can @115888 just lower the premium price so other people that want to get premium doesn’t have to pay an expensive price just to listen to music,2,True,27,6,feature_request
