conversation_id,first_customer_text_clean,num_turns,is_resolved,customer_word_count
2959,"@SpotifyCares I've dragged so many songs to the same playlists over + over. One of the aims of technology is to make everyday tasks easier, right? =]",10,True,27
2963,"Hey @SpotifyCares did you take ""You shook me all night long"" off spotify just to piss me off? Why remove the greatest song ever made?",6,True,25
2972,My only Halloween song won’t play and I’m starting to get upset. @115888 help,6,True,14
3890,@SpotifyCares What should I do in this cases? Thanks in advance! (2),4,True,12
3895,"@SpotifyCares I dunno what system you use that decides which part of the song it gonna play- I love Spotify, but maybe a custom clip option?",4,True,26
5005,"@116886 @SpotifyCares The truth is, although Spotify Cares, they've obviously already found the feature to not be useful to the masses. We are outliers. 😓",2,True,25
4997,@SpotifyCares what happened to the iOS tap and hold to preview a song feature? I loved it for queuing songs to a playlist.,6,True,23
5009,@116888 @SpotifyCares Same exact issue. Sound won’t play more than 50% although i have it on full,10,True,17
5020,"@SpotifyCares BTW I have a confirmation email to say my email address was updated, then got an email to say my subscription had been cancelled?",2,True,25
5026,@SpotifyCares All of my songs disappeared from My Songs. They're still in the playlist but I'm not able to view them.,4,True,21
5029,@115888 the new iOS is making your app way less usable. Would fancy walking around with a boom box after this update.,6,True,22
5034,"@115888 can you stop spamming me with ""would you like to open Waze?"" Fuck.",2,True,14
6485,@117153 @SpotifyCares Im paying for premium but every time i log in it keeps saying free service,2,True,17
6618,@117168 when I watch an ad video and you say 30 mins ad free. I expect 30 mins ad free. Not 10 mins.,6,True,23
7008,"Excuse me @115888 I have ✌🏽 songs that I never made available commercially, available on your service 🤔 who do I contact",2,True,22
7011,@117153 y'all charged my account 8 times ..... uhhh,2,True,9
8207,@SpotifyCares Help your boy out,2,True,5
8224,"@117153 I can't seem to get in due to the card or payment provider, yet I checked my card and it is 100% fine. Can you please fix this?",2,True,29
8265,@SpotifyCares is there an email i can message? Ive been trying to buy premuim for a few days but i keep getting the card bad day error.,2,True,27
8291,"@SpotifyCares add lyrics to all songs on ur app pls, apple music can do it u can too",2,True,18
8306,@115888 so incredibly annoying that you don't work on roku 🙄,2,True,11
8425,Will changing my password stop this person from using my @SpotifyCares?,4,True,11
8676,@SpotifyCares Can't access my account. Annoyed that I have to tweet to get tech support for a service I pay for 😡,2,True,22
8686,"@SpotifyCares My web player is stuck in a commercial. 'Play' isn't an option. Tried clearing cookies, etc. nothing helped. #ijustwantmusic",8,True,20
8689,@SpotifyCares not sure why the app has been slow to load and glitching music for the past couple months. Samsung galaxy s5,4,True,22
8697,@SpotifyCares Checked the three dots and saw the download option and then my song appeared. It works.. but it feels hidden. Thank you for your interest :),2,True,27
8693,"@115888 you guys trying to make it harder to load local music? ""BROWSE FOR MUSIC"" Show me the song I added instead. Don't BS users.",2,True,25
8704,@115888 why aren’t you available in India..,6,True,7
9356,@SpotifyCares Help on my spotify card please,6,True,7
9362,@642 @115888 @SpotifyCares my spotify premium stopped working,2,True,8
9365,@115888 @SpotifyCares When will you add an explicit filter? My kids don't want to hear those songs.,4,True,17
9383,@SpotifyCares please fix ASAP I hate Apple Music I don’t want to use them 😩,3,False,15
9387,Love these detailed updates from @115888 / @SpotifyCares - so great to download nearly 100MB of ???? each week or two!,4,True,21
10718,@SpotifyCares Stop showing me diaper ads. I don't have a baby.,2,True,11
10720,@115888 Hi. I can't log on to my premium account. Are there any problems at your end?,2,True,17
11171,@SpotifyCares @118117 Why does it say “can’t play this right now” and why are playlist songs greyes out (originally imported from iTunes),6,True,22
11178,Hey @115888 what about being available in India???,6,True,8
11310,@SpotifyCares What is this problem? How do I fix this?,2,True,10
11712,@118266 halo skrg kok udh gak ada pilihan bayar pakai pulsa ya untuk berlangganannya?,2,True,14
12073,@115888 My kids wanted premium but your student deals are only for college/ uni kids. Won't you consider the younger kids that are addicted to Spotify too?,2,True,27
12082,@115888 web player gets broken sound in Chrome and does not work at all in Safari. Nice work.,2,True,18
12084,@115888 can you please bring back the „touch preview“ feature??? Please? 😭🙏🏼,2,True,12
12086,@115888 I need help with my account I keep getting charged for an account that is on the free subscription but was once premium,2,True,24
12647,@SpotifyCares. Set up family premium. put wrong address. canceled. now can't set up new account w my email address. U make me pay? Help!,2,True,24
14406,"@SpotifyCares My family premium account has stopped working, even though we have payed this month, it was working last week",2,True,20
14941,@116380 yo you've uploaded the wrong song under Weezer's 'QB Blitz' 😂😂,2,True,12
14943,@115888 put this on spotify please,2,True,6
15665,"@115888 I tried to upgrade to premium for 6.99 and my card was charged twice, and i am not even upgraded..please advice!",2,True,22
15747,@115888 Give me a song to jam to so I forget about my no good ex who was a selfish prick. No country though thanks💕,4,True,25
16203,"@SpotifyCares hi. can you pretty, pretty please put the band ""jank"" back on spotify?",4,True,14
16206,@115888 Hi. When are you guys having promo for the premium accs? Thanks :),4,True,14
16211,@115888 why has this stopped working on PS4?? Am I messing up a setting?,2,True,14
16533,@115888 I don't get it. Do you not get to pick what you listen to anymore? Is this a cult?,4,True,20
16943,@SpotifyCares I uninstalled another program just to be sure it wasn't a problem with my computer but it worked fine.,4,True,20
17067,@SpotifyCares your customer service is poor.... today I was advised to change the password on my hacked account ... might be a challenge don’t you think ?!,2,True,27
17178,Dammit! @115888 just RickRolled us! I may have to cancel my subscription for that…,4,True,14
17296,@SpotifyCares hi I’m having problems getting local files to show in my iphone,4,True,13
17968,"@1460 @1461 @115888 @SpotifyCares Can you help me out with this, I don't know who else to contact. I really like this artist and only having 2 songs sucks.",6,True,29
18467,"@SpotifyCares I want to change username to artist name to keep followers, playlists etc. Can this be done? Been a long time paid user.",2,True,24
18469,@spotifycares wheres twicetagram by twice,2,True,5
19242,Ini kenapa setiap buka app mesti log-in lagi? @118266,2,True,9
19785,@115888 hi how do I contact someone?,2,True,7
20087,I've 4gotten my email address I used&amp;the password 4my spotify account..Only have the username..How do I delete my account @SpotifyCares,2,True,20
20541,"@SpotifyCares My company want to cooprate with spotify, who can i contact with for this business thing? pls hurry up",2,True,20
20794,@118266 2 hari yang lalu saya mendapat email tsb padahal data alamat tinggal tidak ada yang diubah mohon bantuannya,2,True,19
21142,Spotify and Hulu is like the only good thing to happen this year,2,True,13
21144,@115888 but when will we be able to see how long our play queue is,2,True,15
21370,@SpotifyCares Hi please see my DM :),2,True,7
22010,@115888 @SpotifyCares Feature Request: Spotify playlists separated from personally made ones. Like @115948 does.,2,True,14
22239,"Would be very cool @115888 if under ""New Releases"" things were separated by Album vs. Single &lt;3",4,True,17
22622,"@SpotifyCares hi, my new releases for you has vanished. pls send help!",6,True,12
23256,"I'm quite fed up with this response @115888 ""the language of the emails we send is based on your account's country"". You've had YEARS.",2,True,24
23258,"@115888 hey, how comes no other playlist displays the same as Time Capsule? I like it!",2,True,16
23260,"@SpotifyCares hi,can i shuffle all download music in one touch?",2,True,10
23262,"@115888, this seems miscategorized.",2,True,4
23264,@SpotifyCares why can’t I ever login?,2,True,6
23266,@115888 Is the 1 month free trial offer still available?,2,True,10
23282,@115888 your app is trash on PS4. freezes everyday,8,True,9
24106,@SpotifyCares Hello Spotify. Where has the settings-section gone in webplayer? Is it no longer possible to scrobble to Last.fm?,4,True,19
24605,@115888 why have all my songs gone from my app and been replaced by songs I have never listened to !!!! So annoying,2,True,23
26011,@115888 alright lads. Love the app but can you sort the bluetooth issue out? I would like my headphone sto be able to pause and play pls.,6,True,27
27001,@121907 @SpotifyCares ขอบคุณค่ะ ^^,2,True,4
27677,"Dear @116130, why can I not listen to an Audiobook normal on the android app? Why does it only work on shuffle for non premium accounts? Sort of useless having the books available to those who don't subscribe.",4,True,38
27956,You ok spotify ??,4,True,4
29034,I WILL AS SOON AS MY SPOTIFY IS FIXED BUT NO ANSWER ]:,2,True,13
29036,@SpotifyCares my friends invited me on spotify family through email. But every time i fill the address its always said somethings went wrong,2,True,23
29614,@SpotifyCares Hello! Is it normal that I only have one radio left? Can you tell me how to have more please? Cheers and have a great day!,8,True,27
29616,@115888 please contact me!,2,True,4
29618,"@SpotifyCares Hi I am having problems, please see my DM. Thank you!",2,True,12
30116,@SpotifyCares Can you not use a NUS card anymore to get Spotify student price?!,2,True,14
30596,"Wonder how long will it take for the morons at @115888 to update their app for the iPhone X, knowing that they were too proud of themselves to make an Apple Watch app. @SpotifyCares my ass",2,True,36
30600,@117153 @SpotifyCares I paid for premium and i still havent got premium i have sent a DM @SpotifyCares,2,True,18
30616,@115888 @SpotifyCares pls let us arrange songs by play count so I know which tracks I don’t listen to anymore and should delete thank u,2,True,25
31593,@115888 really needs to get a dislike/block but I cannot listen to anymore goddam kasabian 😒,2,True,16
31595,@115888 Student discount via bdo card not working,2,True,8
31598,"@115888 Hi, I am interested in tickets for the pre-sale to Kygos concert in stockholm. Is it possible to obtain the required password?:)",2,True,23
32067,Sort it out @115888,2,True,4
32069,"@117153 unable to make payment for my premium account, nothing wrong with my card as checked with the bank.",2,True,19
32071,@116130 I’m being charged for premium but my account is saying I’m not premium and won’t give me premium features?,2,True,20
32481,Hey @115888 my premium family is gonna expire soon and until now none of my family members can even use it. fix it please,2,True,24
32483,@SpotifyCares I deactivated my Facebook a few years ago and now I can't log into Spotify? I don't want to make a new email. Any tips? Thanks,2,True,27
33418,How come I suddenly don't have Spotify premium anymore @SpotifyCares? Meer mensen last van? #spotify,2,True,15
33420,"@SpotifyCares Hi! When will you fix ""4 - Oops something went wrong, please try again."" problem in managing family accounts?",2,True,20
33423,@SpotifyCares why does my Spotify look like this???,6,True,8
33435,"iOS 11(.1) has issues when using camera, then music,which (from Spotify) breaks.Not sure if it’s ios or the app?@AppleSupport @SpotifyCares",6,True,20
34756,"@118266 min, cara berhenti berlangganan spotify premium tapi lupa password email bagaimana ya 😥",4,True,14
34759,@SpotifyCares.My account is skipping through every song and not playing anything - i have updated the software and there is no change,2,True,22
35390,Put Gfriend’s song “Me Gustas Tu” back on Spotify before I cry myself to sleep @115888 @SpotifyCares,2,True,17
36172,@SpotifyCares since 5 days can nolonger longer log on my Spotify WebPlayer ...a reload red messages pop up im on premium account?,8,True,22
36723,@SpotifyCares What does mean? How do I get rid of it? How can I communicate with you with being twit or face? Do you not have a direct communication?,2,True,29
36727,@SpotifyCares Why is this still an issue?,3,True,7
36732,@115888 when are you guys launching byour service in India? I hope it's before the year 3000. Cuz i will be dead by then.,4,True,24
36734,@SpotifyCares any idea why Spotify premium keeps saying ‘cannot play song’ on multiple tracks and artists?,2,True,16
36737,Is anyone else having issues with @115888 not playing what you want? #MindOfItsOwn,4,True,13
36740,Today I became a @116130 @115888 tester !!! Thanks for pointing me in the right direction @SpotifyCares !!!,2,True,18
36743,@SpotifyCares never mind I fixed it.,4,True,6
36747,"@116130 I'm trying to verify that I'm a student again but the pop up doesn't do anything, please help!!",4,True,19
37699,@118266 sekarang ga bisa pembayaran premium dengan pulsa tri?,2,True,9
37702,@115888 can you please add a feature to only view from releases from artist you follow.,6,True,16
37708,"hi @SpotifyCares i think im being charged twice, can you help??",4,True,11
37712,@117153 and no where in my subscriptions box nor my receipts box does it say I bought premium but it took the money out of my account.,2,True,27
38300,"@115888 I have activated my premium for the first, however I did not get 30days for free, just 7 :( Can you fix it for me please?",2,True,27
38303,"Hey @115888, how do you know the music I listened to 15 years ago? Actually need an answer to this one.",4,True,21
38306,"@117153 @SpotifyCares When will Spotify HiFi release in Denmark, what will the streaming quality be (frequency range, eg.) and what will the price be in Dkk?",2,True,26
38314,thanks @115888 for removing the download from all of my music randomly &amp; ruining my day :-),2,True,17
38317,@SpotifyCares check dm pls,2,True,4
38319,@115888 8 drag queens in 30 discover weekly songs. Seems to me your algorithm is making inappropriate connections about music and users.,2,True,22
38322,@SpotifyCares can you grant me a grace period for my premium account??? i have a urgent matter,2,True,17
38324,@115888 Why’d was ‘motorsport’ by: Migos changed at 1:16? And instead place at the end of the song?. #migos #quavo #offset #motorsport,2,True,22
38328,@SpotifyCares I cant sign in im new to your app and I have tried all my emails and it always says:An unknown error occurred try again later.,2,True,27
38706,@SpotifyCares I have sent you an inbox regarding the three charges that was made to my acc when I tried to scribe for sportify for college students and had no success especially on the @124439 page! And nobody had answered yet😡,2,True,41
38936,Some idiot hacked my Spotify account and changed my email. Best believe I'm getting it back,2,True,16
38938,@SpotifyCares I'm trying to change my password but no email is coming up in my Spotify registered email address with the link to change it?,2,True,25
38940,@SpotifyCares No save connection - something is wrong with,2,True,9
38943,@115888 @spotifycares Why don't you offer the same student discount to the teachers that teach the students? I'm sure @124439 would help.,4,True,22
38951,@AppleSupport @SpotifyCares since ios 11 i cant skip songs on bluetooth and i no longer have spotify on my home screen or the swipe up? help,6,True,26
38953,@SpotifyCares issue with my account,2,True,5
38955,"@SpotifyCares Hi, I logged out of my Spotify last week. I logged back in the next day and my playlists have gone. Can you help? Thanks!",2,True,26
38958,"@SpotifyCares Welp, Only one song available on Ladyhawke's Anxiety album, the rest of album are unavailable FOREVER, download is better #LOL",4,True,21
38961,@115888 Your iOS app loads so slow I’m seconds from cancelling my subscription.,2,True,13
38963,"@115888 when my playlist runs out you should know that the worst possible ""like this"" music to play next is Morrissey. It is not like this.",2,True,26
38965,"@SpotifyCares i subscribed as premium user in Oct 25, but today I cant use spotify because I must unsubscribe it first. It just a week!!",2,True,25
38967,@115888 hey paying for premium and not getting any of the premium perks. I have receipt,2,True,16
38971,@SpotifyCares You guys mixed up songs. Breezeblocks by Alt-J has been replaced with their other song Fitzpleasure. Both play the same song!,2,True,22
38977,@115888 how can I use Spotify in China by free more than 14 days?,2,True,14
38979,@SpotifyCares does spotify including gaming content? Because it withdraws credit from my phone Rp 2.000/day. And it is everyday,2,True,19
38981,"@SpotifyCares i don't recognise ""sm-a500m"" but they keep listening to my Spotify, I've tried changing my password. How do i remove device?",2,True,22
39734,@SpotifyCares any idea where my search keeps going? If I close and reopen it comes back. iOS 11.1 Spotify v8.4.25.906,4,True,20
39737,Hey @116130 is there any chance of you adding more fabriclive albums?,2,True,12
39742,@SpotifyCares android Spotify suddenly demanding a login. Long time premium user. Renewed 10 days ago. What gives?,5,True,17
39750,"@SpotifyCares Also: App sometimes suddenly just stops playing music altogether, related to that issues w/ Bluetooth devices (music also stops)",6,True,20
39753,Extremely unhappy w/ current performance of @115888 app on Apple iOS 11. Almost impossible to use service I pay for. Sad! @SpotifyCares,2,True,22
39755,"@SpotifyCares when trying to join a family ""4 - Oops something went wrong, please try again.""",2,True,16
39758,"Several updates later, and I still want the lyrics feature back @115888 :(",2,True,13
39761,@115888 what is the presale code for the @124708 concert in ATX,2,True,12
39763,@SpotifyCares my search option for new music is gone?!?,2,True,9
39766,@115888 web player continually cuts out on me and absolutely ruins my flow while at work. 👎,8,True,17
39774,"@118266 @118266 min udah masukin, username dan password bener, akhirnya minta reset password tapi aku lupa emailku yg aku pke, bisa bantu?",4,True,22
40647,Why is speed gang still not on Spotify 😒 get your shit together @115888,2,True,14
40651,@SpotifyCares --keeps on playing &amp; spotify doesnt seem to detect that im online when i have perfect connection. sony f3216 android 7.0 spotify v8.4.24.871,2,True,24
40650,spotify is using almost 8gb of my storage what,2,True,9
40654,@SpotifyCares Can you help me,2,True,5
40659,@SpotifyCares If I my card is cancelled,4,True,7
40663,@SpotifyCares hi I was wondering I recently lost my bank card I was wondering if my payment would still come out of my account,2,True,24
40665,"@SpotifyCares I am one happy camper! Thanks for your help, you guys are awesome! 👍🏻👍🏻👍🏻",2,True,15
41766,I wish someone cared enough for me to make me a cute ass playlist on Spotify ❤️,2,True,17
41770,"Also, where the is ""Nostalgia, Ultra""? @115888 @SpotifyCares",4,True,8
41775,I wish @115888 had a feature that allowed you to add artists/songs to a 'don't play ever' list. Won't name names in public.,4,True,23
42723,Spotify needs to have an option to go straight to singles.,4,True,11
42727,@115888 can you download music to #Apple watch?,2,True,8
42731,"@SpotifyCares after a while, the windows app takes up 1.5GB of RAM. Way too high. When I restart it takes closer to 250MB. What's the deal?",4,True,26
42734,@115888 @SpotifyCares I’ve tried with 2 diff cards already but my payment won’t go thru.. what’s up w this fam??,2,True,20
42738,@115888 @2444 When will be Spotify available in India..??,4,True,9
43437,"@125633 Hey y'all, quick question is there a mechanism to change or influence your ""Related Artists""?",4,True,16
43442,Changed to a new phone @115888 will not allow me to sign into the app through fb and I've changed both passwords! Help asap @SpotifyCares,4,True,25
43445,@115888 get on it,2,True,4
43447,"Please consider accepting #BitcoinCash for payments @spotifycares - it’s fast and secure, with low fees! More @",2,True,17
43449,@SpotifyCares what's up with removing the browse/discover? It is the major reason I pay a premium family subscription!,2,True,18
43451,@SpotifyCares Why can I not pay for Spotify Student via PayPal?,2,True,11
43453,@SpotifyCares i invited a new family member to enjoy premium and it said invite came from a person with a different name. Help!,2,True,23
43455,@SpotifyCares Is there a way to filter artists who've been accused of violence against woman from all playlists on my account?,2,True,21
43459,Hey @SpotifyCares why are there certain songs that the app wont allow me to play anymore?,4,True,16
43462,Hey @115888! Do you know Devin Dazzle and the Neon Fever by @2585 isn’t in the right order? Just a heads up! ❤️,4,True,23
44237,@SpotifyCares why can't i use my mobile account to pay for my premium all of a sudden when i have for the last 6 months?? Ee have said there ia no problem thier end?,2,True,34
44240,for some reason i can’t get my local files on spotify to become available on my phone again like i don’t know what happened 😡,4,True,25
44294,@SpotifyCares my wife invited me to family premium. Where do I input the invite code to accept the invitation?,2,True,19
44296,@SpotifyCares when will you guys bring back the unlink tracks option,2,True,11
44298,"@SpotifyCares the Kelly Jones, only the names have changed album is bringing up wrong artist and wrong album but the correct album cover. Please update",2,True,25
44302,@SpotifyCares I tweeted you earlier today and have not heard back. Someone else is using my account again. This is the second time in a week.,2,True,26
44304,"Ah, wonderful. A random person is listening to my @115888 Premium account in France. No idea how I've been hacked, but suppose it can happen on any service.",2,True,28
44306,@115888 Why I'm not eligible for this offer?. I already try to have an trial before. 😢,2,True,17
44402,"Hai @118266, kok gagal terus yaa? Dibilangnya pulsa tidak mencukupi, padahal pulsa lebih dari cukup",4,True,15
44414,@116130 I'm having a lot of difficulty syncing my Local Files to the mobile app. I've been having this problem on and off for a while but now nothing is working. I've tried all the suggested methods on the community site to no affect.,10,True,44
44416,"Thank you, @115888 , for the ad that interrupted the music I had streaming at work. The children loved hearing about ""real n*****s.""",2,True,23
44420,"@SpotifyCares where's Bonzo goes to Bitburg by Ramones? In fact, the whole album, Animal boy, is not available. Wtf.",2,True,19
44423,"@SpotifyCares Hi, i want to upgrade to premium. On computer i get the offer ""3. months for 99,00 kr."", but on playstation i dont see the offer. Is it possible to use this offer on playstation?",2,True,36
44426,"@118266 haiii Spotify.. please help. Akun saya tidak bisa diakses, padahal akun tsb sudah saya daftarkan ke premium. Saya sudah masukkan username dan password yg benar tapi ditolak, saat akan reset password, email saya terdaftar di username lain. Gmn ya? #sedih",4,True,41
44431,@SpotifyCares I need help with deactivating my account.,2,True,8
44671,"@SpotifyCares why i cant play my playlist folder on iphone app? You are SPOTIFY,guys do it please!",4,True,17
44674,@SpotifyCares can y’all add a feature where I can watch/ listen to adds for more skips? I’m too poor for premium,2,True,21
44676,"@115888 It took me four seconds to deactivate it yes, but why is that an automatic trigger ... literally logging in to my Spotify?",2,True,24
44679,WHEN THE FUCK ARE WE GETTING THE FEELS COVER .@2602 .@115888,2,True,11
44681,Look I love you &amp; all but also get your shit together and stop undownloading all my songs @115888 this $10 ain’t a joke,2,True,24
44684,"Over 30 Million Songs but when it comes to your generated Mixtapes @115888 mistakes #Diversity for an old, old wooden ship. #noNewSongs",2,True,22
44688,@115888 library limit (10k songs) is a pretty big failure of premium streaming services. Shows the limits of subscription vs buying. 😕,4,True,22
44692,@SpotifyCares I tried disconnecting this supposedly other Spotify acct from FB but I have not been able to,2,True,18
44691,@SpotifyCares I can't update my current username (it is gc_89). It only allows me to change my email. I also can't connect to FB :( Pls Help,2,True,27
44696,@SpotifyCares I can’t control my music from lock screen on ios11. I did reinstall/soft reset the phone. No respite! Care to fix this bug?,2,True,24
44698,there’s barely any ian brown catalogue on spotify US. sort it out.,2,True,12
45735,Does @115888 have a blocking function of sorts? There are artists I don't want any music from ever.,6,True,18
45737,Hey @115888 I need this Copeland album because it’s a banger and hardly anyone knows it exists.,2,True,17
45739,@115888 @117168 Fix ya self pls Give me the old full artwork back.,2,True,13
45741,@115888 they also made a shitty Italian playlist! why aren't you guys doing better in securing your premium paid subscribers' accounts?,2,True,21
45744,.@115888 what did I do to deserve a terrible discover weekly playlist. why have you forsaken me like this,2,True,19
45747,"Yo @115888, please add the album ""Guaranteed"" by Morris Day to your library!!",2,True,13
45752,@SpotifyCares when will dream part 2 by astro be on spotify,4,True,11
46644,fnc is so woke they have aoa's japanese and korean discography on spotify why can't cube do the same???,4,True,19
46648,"Dear @115888, can't imagine what I listened to that gave you the idea to constantly fill my #DiscoverWeekly with Jam bands. Please stop.",2,True,23
46651,@115888 its not on #India region 🤔. Any update whn we can get #music #Spotify 🙏,2,True,16
46654,"@126370 @115888 That's a relief, I always smash the skip button 👌",2,True,12
46660,"@SpotifyCares I canceled Facebook and want to create a premium account using my same email, but I have to “log in” to cancel it. please help",2,True,26
46662,@SpotifyCares Can you tell me why this is happening?,2,True,9
48070,Why would anyone even want to be abroad in England tho??? Sort it out @115888,2,True,15
48074,@SpotifyCares Hate to burst ur bubble @SpotifyCares but,4,True,8
48078,@115888 why does ur Christmas pop radio not have all I want for Christmas is you by Mariah Carey,2,True,19
48091,Why the heck can I drag a 'next up' song but not a current #song to a #playlist @115888 @SpotifyCares ? really weird #ux,10,True,24
48093,WHY IS THIS NOT ON @115888 !!!! - I need to properly cry today and this is impeding that,2,True,19
48095,@115888 should definitely consider adding mixtapes to your line up.,2,True,10
48097,. @115888 Care to explain what Nickelback is doing in a Metal playlist?,2,True,13
48099,@7997 Hey I'm a student in Sthlm searching an internship &amp; was recommended to ask this question here to get hlp. Where should I turn?,2,True,25
48108,@SpotifyCares I've been having issues connecting to the Desktop App at work. Can you help me with this?,8,True,18
48111,"@115888 I get tempted once on a while, then I find some dickery and then remember why I prefer not to pay for the service",4,True,25
48116,@115888 We need @115888 in Macedonia 🇲🇰 Please 🙏🏼,4,True,9
48120,@126761 @60192 what happened to halfway there pt2? And the vibe higher mixtape? #spotifytakeover,2,True,14
48128,@SpotifyCares there's something wrong with the search :(,8,True,8
48138,"Why does @115888 always have to be downloaded again on a #Macbook? Works for a few months, then becomes a text file! @SpotifyCares",10,True,23
48577,"My ""Discover"" playlist on Spotify today is just loads of covers of Harvest Moon by Neil Young.",4,True,17
48582,@126824 @115888 @125633 sad to say Spotify is not in India,4,True,11
48593,"@115888 noticed on my desktop app that the release date is no longer showing, is this due to a random update?",6,True,21
49106,i so badly wanna listen to reputation. it needs to be released on spotify already,2,True,15
49244,@SpotifyCares 2/2 and none of my playlists have copied over. I paid £9.99 on 30th for premium. Thanks.,2,True,18
50180,@117153. have just found out you have been billing me twice a month for two years. Through my bank and my phone account. Get in touch,2,True,26
50182,@SpotifyCares pls check your DMs,2,True,5
50185,@115888 why isn’t Danny Elfman’s album So-Lo streaming? 😪,4,True,9
50552,"Yo, @115888 I find Nicki Minaj offensive. Any chance of a block button",4,True,13
50627,@SpotifyCares Same person) or a song followed by the remix of the same song. So frustrating I want random shuffle! It's the most recent app update on iOS,4,True,28
50626,@116130 please can someone tell me how to get shuffle working properly? 😂🙈 what's happened to the app?!,2,True,18
50732,Hey @SpotifyCares I can’t found new single “Falsa Fada” by @29753 on @115888,2,True,13
50734,"@SpotifyCares I just cancelled my family spotify premium,would i still get charged?",2,True,12
50894,"uhh so somehow i can’t even log into my spotify, but my failed log in attempt reactivated my facebook account? honestly what the fuck",2,True,24
51571,same thing @SpotifyCares need the right link! :),4,True,8
51761,"@127637 Bonjour, je ne reçois plus aucun mail de Spotify car je n'ai pas de réponse du support, comment vous contacter autrement?",2,True,22
51763,"Hey guys, I cannot seem to update my payment information and I have worked too hard on these playlists for you guys to cancel my subscription. Help a brother out! @115888 @SpotifyCares",2,True,32
51767,@SpotifyCares Shuffling my entire library isn't giving me truly random shuffle. Fix it. smdh. 🤦‍♂️ about to go to pandora. Using Windows 8.1,4,True,23
52333,@SpotifyCares WHY IS BTOB's COMPLETE AND I MEAN ALBUMS REMOVED ON SPOTIFY????,2,True,12
52337,@SpotifyCares spotify pls :(,4,True,4
52340,@SpotifyCares Taking Dawn is my band. I can't access my band's Spotify page. Can you please help me? THANK YOU! Feel free to DM,2,True,24
52342,@SpotifyCares Where is my Premium account? I can't cancel account if you are charging me for something I can't log into! FIX IT!,2,True,23
52345,"@SpotifyCares ""Next 30min are ad free thanks to the following sponsor"" then the ad finished, I heard one song and I got 3 ads in a row. Tf?",6,True,28
52351,"@SpotifyCares I update my payment method before I was billed, was still billed to the old method and you have now overdrawn my account",2,True,24
53122,@SpotifyCares I've sent you a DM,2,True,6
53127,"@SpotifyCares @127972 For example, the Spotify app on Xbox one is great, wish I was able to access something similar on roku",2,True,22
53125,"@115888 Your @127972 app is terrible, you should be embarrassed. No functionality. Do better.",2,True,14
53133,"@SpotifyCares the discover page was basically showing Discover Weekly, Release Radar, New Releases For You and then duplicating the Overview page list",2,True,22
53136,".@116130 whys the discover page changed? Where is my recommended music? I don't want ""Focus with some new music"" - none of it is tailored",2,True,25
53140,@115888 your 'sub low' playlist is essential to getting things done and it hasn't been updated since September pls help,4,True,20
53674,okay jw why @3029 version of Creep or Somebody to Love is not on @115888 yet? i’m just tryna jam,2,True,20
53677,@115888 who is best to talk to about account issues?,2,True,10
