conversation_id,cluster,intent_label,first_customer_text_clean,num_turns,is_resolved,is_escalation,label_notes
2042082,2,general_inquiry,"@SpotifyCares weird, currently playing pinball wizzard, lower bar says Clair",2,True,False,"General Inquiry: Public information, catalog, or channel availability."
268789,1,account_access,@SpotifyCares I mistook street number for the one on the street sign and entered the block number... yeah my bad...,2,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
399190,4,app_bug,"@SpotifyCares I have a problem playing Justin Timberlake songs on iPhone6s, problem does not occur on desktop. Reinstall of app does not solve the issue, can you help? :)",4,True,False,Technical Bug: Resolvable via standard self-serve troubleshooting (cache/reinstall).
371256,3,off_topic_chatter,"It's 2017 but nothing about @115888 interface resembles the way we keep physical - sorted stacks, organized collections 2/",2,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
1655992,3,off_topic_chatter,Y Lemonade not on @115888 when you need it,2,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
1749016,2,general_inquiry,@116130 @SpotifyCares can you explain why Razorblade Suitcase by Bush isn’t there but the ‘in addition’ bonus disc is? @527183,2,True,False,"General Inquiry: Public information, catalog, or channel availability."
554127,4,app_bug,@SpotifyCares Panic over. Removed &amp; reinstalled app. All sorted. 😅,2,True,False,Technical Bug: Resolvable via standard self-serve troubleshooting (cache/reinstall).
453448,1,account_access,When @115888 / @SpotifyCares just doesn’t work anymore after being in Denmark for 4 months,4,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
466829,3,off_topic_chatter,"@115888 So when are you finally getting the whole #KingCrimson catalog, please?",2,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
2951514,2,general_inquiry,"@SpotifyCares Got another one for you. Two bands named (The) Envelopes. spotify:artist:06yzXewToJxSgQtWRip9qa Here Comes the Wind and Demon are one band called Envelopes, the other (Sing Along with The Envelopes) is a different band called The Envelopes.",2,True,False,"General Inquiry: Public information, catalog, or channel availability."
2705178,0,subscription_issue,Um.hi @115888 yal charged me twice in the same month and i dont have 2 accounts logged in for premium with my card. So thanks for making me broke on my birthday wow.,2,True,True,Subscription Billing: Account-specific payment issue or family plan billing failure.
2165570,4,app_bug,@SpotifyCares Wth... You removed my student status (While I am still in school) and took off my Hulu. What happened??? And I am having a hard time fixing this,2,True,False,Technical Bug: Resolvable via standard self-serve troubleshooting (cache/reinstall).
1547798,3,off_topic_chatter,"@115888 Hi there, i would like to change my discovery weekly picture, it has been so long the pictures remain there.",2,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
115247,1,account_access,@117153 @SpotifyCares it still doesn't work :(,2,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
1867929,0,subscription_issue,@115888 how do i know which is the exactly address i put on my account?,2,True,False,Subscription information resolvable via FAQ.
426789,6,feature_request,i wish there was a function to block an artist in @115888 so you avoid them popping up in your generated playlists and radios ..,6,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
458078,5,billing_dispute,"@SpotifyCares i purchased the $0.99 for 3 months and got charged but my account still says free, I am a new user.",2,True,True,Billing Dispute: Monetary transactions and refund requests require human review.
2042861,0,subscription_issue,@115888 got an email saying I can get and extra 30 days free but can't get passed this 😔,2,True,False,Subscription information resolvable via FAQ.
999828,0,subscription_issue,@115888 Can you please kindly share the presale code for @26720 tix???,2,True,True,Subscription/Payment: Plan setup or billing issue requiring human check.
1758258,5,billing_dispute,"@SpotifyCares If i buy spotify gift cards, does it work for the family plan?",4,True,True,Billing Dispute: Financial issue requiring human account inspection.
658171,6,feature_request,"@115888 what is the maximum download limit for premium users, I keep hitting it and I don't even have that much songs downloaded",2,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
2349709,4,app_bug,@116130 why can't I control my Spotify from my phone app anymore? Used to be able to control other devices from my mobile. Now only gives me info on other devices.,4,True,False,Technical Bug: Resolvable via standard self-serve troubleshooting (cache/reinstall).
677735,0,subscription_issue,@115888 curious as to why my premium student account got cancelled and when I renewed it am no longer qualified for Hulu ?!,2,True,False,Subscription information resolvable via FAQ.
749566,1,account_access,"@115888 i got a problem to register me with a new account, please help me!! #spotify #faq",4,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
273220,3,off_topic_chatter,@115888 @115940 duh the tweet already answered this. thanks @115940 i love you again,2,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
2842919,5,billing_dispute,@SpotifyCares I'm having a difficult time with the payment. It always say try again. or try different payment,2,True,True,Billing Dispute: Financial issue requiring human account inspection.
475211,4,app_bug,"@SpotifyCares Hi, my Spotify account's been stuck in offline mode for days even though my laptop's constantly connected to wifi, could you help me look through this issue? Thank you :-)",2,True,False,Technical Bug: Resolvable via standard self-serve troubleshooting (cache/reinstall).
965864,6,feature_request,@115888 since when did “30 Mins of free music” mean play and add instantly after then again after two songs?,2,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
2943777,3,off_topic_chatter,@115888 @117168 I miss you start already!!,4,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
1986597,0,subscription_issue,@115888 can you please give me a customer service contact that doesn't require a log in. Need to question your bank charges,2,True,True,Subscription/Payment: Plan setup or billing issue requiring human check.
1186191,2,general_inquiry,@SpotifyCares i DMed my question - just want to make sure it went through,2,True,False,"General Inquiry: Public information, catalog, or channel availability."
2001074,4,app_bug,"@SpotifyCares is there any way to stop video ads during the music? Banner ads, or when it should be an ad is ok, but they hold up the music",2,True,False,Technical Bug: Resolvable via standard self-serve troubleshooting (cache/reinstall).
700386,5,billing_dispute,@SpotifyCares why have I been charged on my latest phone bill for your premium service when my account says I'm on a basic account??? I'd like a refund please 👍,2,True,True,"Financial: Monetary charge discrepancy, billing failure, or refund request requiring account verification."
1884064,5,billing_dispute,"@SpotifyCares I just renewed my subscription through Rogers, but it hasn't reflected on my account yet. Just curious how long it'll take?",2,True,True,Billing Dispute: Financial issue requiring human account inspection.
572074,0,subscription_issue,"@115888 hey, I´ve some trouble with my Premium account. How can i have technical support in Mexico?",2,True,False,Subscription information resolvable via FAQ.
1067195,6,feature_request,@115888 it won’t play unless I’ve save songs from the album. No I want to listen to music without saving it. So please fix this problem.,2,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
1908275,6,feature_request,@115888 my songs are randomly playing up and pausing/fast forwarding?,2,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
2171909,2,general_inquiry,@SpotifyCares Please add functionality of removing a song from playlist while listening the song from a personal playlist #easywin👍🏻,2,True,False,"General Inquiry: Public information, catalog, or channel availability."
2793338,5,billing_dispute,"@SpotifyCares Hi. I’m trying to give you guys money, but you have yet to repair the glitch allowing people to update their payment information. How do I resolve?",2,True,True,Billing Dispute: Financial issue requiring human account inspection.
2158588,2,general_inquiry,@SpotifyCares when is this iOS app going to be optimized for the iPhone X ?,2,True,False,"General Inquiry: Public information, catalog, or channel availability."
2961989,1,account_access,"@SpotifyCares I can't log into Spotify via my Facebook account - ""You don't have an account set up with these Facebook credentials. Sign up for one now."" I try to sign up for one, but my email is already used. I need to have my email and/or Facebook account removed.",2,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
632027,4,app_bug,I queued an album on Spotify yesterday but now I don't want to listen to it. How do I stop a queue? @SpotifyCares,2,True,False,Technical Bug: Resolvable via standard self-serve troubleshooting (cache/reinstall).
1022726,1,account_access,@118266 please take a look @SpotifyCares,4,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
1118806,4,app_bug,"@117153 my music keeps stuttering, whether it's downloaded or streaming. I have premium. I already redownloaded the app on my phone.",8,True,False,Technical Bug: Resolvable via standard self-serve troubleshooting (cache/reinstall).
1756636,0,subscription_issue,@115888 Is there a way u guys can set it up so we can just switch our accounts over to student? So we dont have to cancel&amp;unsubscribe/resubscribe?,2,True,False,Subscription information resolvable via FAQ.
2070254,5,billing_dispute,@SpotifyCares I've been over charged on my bank account £9.99 instead £4.99!! Please help me,2,True,True,Billing Dispute: Financial issue requiring human account inspection.
557273,5,billing_dispute,"Yo @SpotifyCares got the tantalizing push notification offer of premium for $99 for a year upfront, but when I click on it, it takes me to this dead-end page. Little help here??",2,True,True,Billing Dispute: Financial issue requiring human account inspection.
2391962,2,general_inquiry,@SpotifyCares Ik ben uitgenodigd voor een family abonnement echter heb ik deze uitnodiging nooit ontvangen en wordt er al wel voor family betaald. Hoe kan dit opgelost worden?,2,True,False,"General Inquiry: Public information, catalog, or channel availability."
1158246,1,account_access,@115888 @SpotifyCares thank you so much for getting me my account back! I missed my music,2,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
1239149,5,billing_dispute,"@SpotifyCares, I need some help with my family plan...",4,True,True,Billing Dispute: Financial issue requiring human account inspection.
2818194,1,account_access,"@SpotifyCares um, my account has been disabled and i didnt do anything wrong. What's up with that?",2,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
2819534,3,off_topic_chatter,Wait. Why isn’t Garth Brooks on @115888,2,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
584175,5,billing_dispute,"@SpotifyCares Hi, we're getting errors trying to add a family member to our newly puchased Premium membership. Don't see any actual place on the website to get help. :( See ""undefined - Ooops something went wrong.) Help? Thanks!",2,True,True,Billing Dispute: Financial issue requiring human account inspection.
709674,1,account_access,"@40847 @127637 incompétents, addresse toi à @SpotifyCares",2,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
2782593,4,app_bug,"@115888 I updated the Android app while in (spotify) offline mode. After the update I got logged out, now I can't log back in because the app is still in offline mode...",4,True,False,Technical Bug: Resolvable via standard self-serve troubleshooting (cache/reinstall).
704782,0,subscription_issue,@115888 help me log in,2,True,False,Subscription information resolvable via FAQ.
115228,3,off_topic_chatter,@115888 have been giving me problems all month and yet no one can solve my issue :/,2,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
6497,1,account_access,@117153 @SpotifyCares I'm having an issue with money going out of my bank to Spotify and I don't have an account with you?,2,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
203133,4,app_bug,@SpotifyCares sorry to report that a just have radio silence. I am using WIFI. Just getting silence. Please advise,2,True,False,Technical Bug: Resolvable via standard self-serve troubleshooting (cache/reinstall).
1698946,6,feature_request,"Hey @115888, why are you playing/suggesting pop/hip hop songs on my Alice In Chains station??! Really?? Alice In Chains is not pop/hip hop!",2,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
189831,5,billing_dispute,@115888 If I already have Spotify premium can I still get the Hulu access somehow? 🤔,2,True,True,Billing Dispute: Financial issue requiring human account inspection.
2426281,6,feature_request,I want to vote a song into oblivion so I never hear it ever again @115888. Why is this not a feature.,2,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
1930187,1,account_access,@SpotifyCares my account got blocked due to payment reasons am trying to pay __email__ need my playlist please,2,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
1350832,2,account_access,"@118266 sy mau lapor akun yang kena hack min, gimana? Tiba-tiba device ini connect ke Spotify teman saya",2,True,True,Security: Account compromise or suspicious unauthorized device activity requires human intervention.
1209357,1,account_access,@SpotifyCares I need resolution to this absurd login issue immediately please your Customer Care is very lacking.,2,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
609558,0,subscription_issue,"@6443 your service support sucks, I've been having problems and I cant find and answer to my issue @115888",4,True,False,Subscription information resolvable via FAQ.
1948438,3,off_topic_chatter,"Hey, @115888 - Since you're going to be picking up a whole mess of Groove users, maybe now is the time to update your @115786 app.",2,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
1630490,3,off_topic_chatter,@115888 where's my pin? been waiting for n hours 😒,2,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
821804,2,general_inquiry,i just want the old logic mixtapes on @115888. @SpotifyCares if u guys really care then add them plzzzz,4,True,False,"General Inquiry: Public information, catalog, or channel availability."
1839861,6,feature_request,@115888 there needs to be a way to save all songs by a particular artist instantly. Been feeling @118408 all day and bout to leave cell,2,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
2380920,6,feature_request,@115888 why is your Xbox app so lack luster? There's not even an artist tab when you you do a search.,4,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
1225429,2,general_inquiry,@115888 @SpotifyCares Why can't we see who's following our playlists? A lot of people want that simple feature.,4,True,False,"General Inquiry: Public information, catalog, or channel availability."
189857,0,subscription_issue,@115888 I’m a student but I don’t have a student email.....how do you get around that,2,True,False,Subscription information resolvable via FAQ.
1823448,0,subscription_issue,"@115888 we need help with a student subscription. Paid, but no access. Customer care hasn't responded. How do we get help?",2,True,False,Subscription information resolvable via FAQ.
2292718,1,account_access,@SpotifyCares can I transfer my playlists and songs from my account created with Facebook to a new account?,2,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
